helpful,funny,Community_award,Recommend_flag,play_time,posted,Review_content,geme_nums,after_comment
171,251,0,0,1362.8," September 11, 2015","['Counter Strike Russian Offensive', '  Ben Dover', '0', '27 people found this review helpful', '22 people found this review funny 0', 'Recommended', '165.4 hrs on record', 'Posted: May 2, 2014', 'i meen iz ok its kind of a rip off of coutner strike source tho lol wtf valcve? getting lazy now that gaben has o much money', '  Big Daddy Hewby', '3', '1,064 people found this review helpful', '374 people found this review funny 0', 'Recommended', '261.3 hrs on record', 'Posted: November 9, 2018', 'Full of hackers', '  ♛︎ KING ♛', '2 products in account', '0', '34 people found this review helpful', '21 people found this review funny 10', 'Recommended', '4,206.9 hrs on record', 'Posted: May 14, 2017', 'skins']",261,0
66,16,2,1,139.3," March 29, 2021",['if ur mental issues got so severe that u want to self sabotage by destroying ur mental this game is a perfect choice for u'],207,0
251,24,43,1,16.7," July 3, 2020","['You cannot be called a PC gamer if you have never played Counter-Strike before.', 'As a new series that was born from a franchise that was so phenomenal in the past, Valve must be recognized as having succeeded in bringing Counter Strike: Global Offensive in the right direction. On the one hand, it meets the needs of all gamers who could feel the charm of this game in the past. He created the same atmosphere with nostalgic nuances that were so obvious with various elements that were presented in it, from just a map to the gameplay mechanism itself.', 'It’s still the same old Counter Strike that we know!']",2,17
89,6,19,1,334.2," March 23, 2022","['Coming from someone who was a teenager when Atari\'s were the ""go-to"" gaming system, I\'ve seen video games evolve from 2-D pixels to full blown reality. I first heard about Counter Strike after I found out about The Orange Box on my X-box console which led me to finding out about Counter Strike Source which I later got to experience on my buds PC. This led me to creating a steam account. I really enjoyed CSS and even got into a group of experienced players. Every weekend we would all get together with other semi competitive groups to play against each other. Fast forward a decade after lots of health issues and family problems I started getting back into video games and come to find out about Counter Strike Global Offensive. Seeing the new and improved versions of the maps and bombsites we used to spar for really kick-started my interest in playing again. Fast forward I bought myself a powerful computer and created a new account after spending weeks trying to recollect my old login in my now not so sharp brain. Haha to sum it up this game has really helped a old man enjoy his days and feel young again. Thank you']",6,6
51,33,17,1,358.5, March 16,"['Product received for free', 'This is a fun game if you love getting fu*ked HARD and i mean HARD... spinbotters, wallhackers, smurfs etc. Theres another thing, the game is pretty much infested with angry russians. If your looking for a cheap way to learn russian this is THE game for you!', 'I would recommend this game to people without will to live looking for a better reason to end it.', 'Apart from all that its a great game i really enjoy it!']",1,2
1655,116,0,0,1822," January 14, 2015","[""I've played CS.GO for a thousand hours plus. I think, I've clocked in a decent number of hours to offer genuine and reliable thoughts/insights/feedback of the game. If there had to be reasons why i would not recommend this game, it would be for two reasons."", ""Firstly, I have to say that the CS.GO community is horrible. People show no signs of mercy to those who are new (Including myself at times). There are plenty of rude people. Of course i've met really nice people who respect one another but that is just a small minority. Too many people kicking out starters from casual matches for being noob ( not forgetting many times people kick out random players to allow friends to enter the match) and many times sore losers who constantly restart the match just because they died/didnt get a kill/for fun."", 'Secondly, the number of hackers and smurfs that are present now. These people are spoiling the game for those who enjoy some casual FPS and also in competitive mode. Especially for smurfs, I know of many who wish to rank up higher in competitive but simply cant due to the number of smurfs who are actively cockblocking them. And as for hackers, there are those who use it for personal glory or to use it to sell people ranking up services. These people are simply a real pain to the CS.GO community. Need I say more?', ""CS.GO, honestly, is good fun. I do love CS.GO. I have spent many good hours with friends, meeting new people and killing chickens. However the harsh reality of the CS.GO is simply cruel and merciless with people constantly yelling at you and telling you that you're no good, along with a good bunch of hackers/smurfs who ruins your gaming experience."", 'If you cant handle the harshness of the CS.GO community, dont start playing it. However if you choose to enter the CS.GO world alone, good luck. I hope you meet a few reliable and friendly comrades.', 'Until Valve finds a way to counter the problem is hackers and smurfs (especially in competitive mode), I will not recommend it. (Suggestion to counter smurfs: If the IP address has been in a CS.GO server before, he/she will not be allowed to play in the same pool of players in competitive mode.)', ""EDIT: Valve's implementation of having 24 hours cooldown after every 2 wins for fresh competitive accounts is a great effort in slowly down smurfs and catching hackers via overwatch, however i think a more full proof method would be required after once they reached 10 wins."", ""ADDITIONAL NOTE: To the few who have disagreed with my review because 'It's the community you're unhappy about, not the game', here's what i have to say. I strongly believe for a game like CS.GO (in fact any game with multiplayer funtionalities), community is a very large contributing factor if the game is good or not. It is the community that makes the game whole and who it is, especially for a game like CS.GO. I highly doubt people buy CS.GO to play offline mode/bot matches."", 'Though I understand your point of view, and that i should be reviewing the game base on its mechanisms/funtionalities like movement/gun bullet mechanics/matchmaking. However for my review, my aim is to offer my readers a deeper insight to the game than just what you see it on the surface/trailers.', ""At first you might feel that the community doesnt affect you at all, however once you get into the game, i believe you'll change your opinion. If you still disagree, I think its either you havent been exposed enough or you're just darn lucky meeting really nice and legitimate players in your matches."", ""@Shadowdance You're welcome. You gave me the push to write this reply."", 'Cheers fellow comrades.']",1,114
362,481,54,0,2183," July 14, 2020",['good videogame'],9,27
115,6,86,1,81.7, May 3,"['Like, if u left a review before CS2 was released']",1,0
97,145,0,1,1042," September 22, 2018",['Purple you noob'],26,0
115,7,0,1,4686.5," February 11, 2019","['CSGO best game ever, but have to many cheaters in game and cant play normaly.', '  General Weed', '0', '57 people found this review helpful', '22 people found this review funny 2', 'Recommended', '1,881.0 hrs on record', 'Posted: March 24, 2021', 'What a great game. Cancer kills slow but this game will kill you soon.']",2,5
188,34,10,1,85.5," September 8, 2020",['12345'],1,0
57,9,31,1,3837," March 7, 2015","['You either die a noob, or', 'live long enough to get called a hacker.', '  ⛧ M†ropele ⛧', '556 products in account', '2', '59 people found this review helpful', '49 people found this review funny 0', 'Recommended', '1,770.4 hrs on record', 'Posted: January 2, 2016', ""Don't buy this game If you have a life. I'm dead serious.""]",878,9
32,5,0,1,187.2," July 3, 2022","['I am 48, my wife died 5 years ago she was my ""gamer wife"" we used to play this game all the time.. after all those years I came back to play this game just to get back to those beautiful memories I had with her... am all teared up right now tho i never met her in real life we were husband and wife online but... this game is the reason that brought us together. I.. I love this game :\')']",94,52
58,21,2,1,5740.3," April 21, 2022","['Product received for free', 'after 2000 hour not bad', '  Noob Killer', '1', '34 people found this review helpful 1', 'Recommended', '696.6 hrs on record', 'Posted: August 26, 2022', '50% of the time playing a game i dont understand.', '50% of the time looking at skins i cant afford.', '10/10']",237,0
27,5,0,1,3242.5," February 28, 2017",['New best game EVAAAR'],171,2
58,14,0,1,774.5," November 24, 2016",['Still better than Valorant'],1315,5
223,37,12,0,1027.1," August 23, 2022","['cheaters everywhere, please Valve, do something']",1,0
329,60,0,0,767.3," August 30, 2017","['Product received for free', ""After playing the game for roughly 500 hours, I have come to a point that I should express my opinion about the game's current state."", 'Counter-Strike: Global Offensive is a highly competitive game that focuses on team wo--. Really? You REALLY think im going to describe this game as the perfect cut gem of an E-Sports title?.... well, you came to the wrong review comrade!', ""In essence, CS:GO in its current state has some things you really wouldn't want in a game of this type:"", '-Cheaters/VAC:', 'Most of them obviously have been cheating for a long time, but what does valve care? The only thing useful they do is milk their games for money until they are bone dry and deserted. I just can\'t get over that fact that valve hasn\'t actually ""noticed"" that their anti-cheat has flaws, but instead they keep releasing more useless items than bug fixing updates for the game itself.', '-Griefers:', ""They are not really common nowadays, but back in the day every 5/10 - 6/10 competitive matches i went would have atleast 1 griefer that didn't do anything but insult,generally discriminate or just flat-out do absolutely nothing to help the team win a single round. These individuals are most commonly found on the lower ranks, from my experience."", '-SMURFS:', 'I have seen more smurfs in cs:go matchmaking than in the actual cartoon itself.', ""Basically this ruins the game for new players by giving them the appearance that CS:GO just isn't worth playing if you don't know how."", '-THE SALTENING BEGINS:', 'Do you want to experience more highly concentrated amounts of salt in one match than in a salt mine, followed by a community of 12 year olds more cancerous than the radiation levels at Chernobyl? Well my friend, CS:GO is the game for you! (Warranty for broken mice, keyboards, screens, headsets, desks, windows, and possibly hands from hitting your desk too hard not included.)', '-Servers:', ""When I mean servers I don't intend to talk about the ping/lag, but instead about how most of the time I get matched against/with people from the other side of the damn galaxy. (This is good if you want to learn how everyone has had sexual intercourse with your family members/pets in diverse languages, while you simultaneously proceed to lose the match.)"", 'TL;DR:', ""CS:GO is a game that gives everybody a different experience (Unless you are playing in russia, then it's always B rushed every round). Cringy jokes aside, I think this game is somewhat addicting and pleasant in the long run, despite the initial steep learning curve. If valve ever decides to ACTUALLY update their anti-cheat system I will be more than happy to play this game more often."", 'Cheers,', 'James.']",236,10
